seq,rtt_us,status,rxq_drops_delta
1066,1424.216,ok,0
1067,1430.918,ok,0
1068,1428.694,ok,0
1069,1492.744,ok,0
1070,1399.829,ok,0
1071,1531.186,ok,0
1072,1434.525,ok,0
1073,1436.448,ok,0
1074,1400.190,ok,0
1075,1423.013,ok,0
1076,1430.126,ok,0
1077,1422.752,ok,0
1078,1432.551,ok,0
1079,1466.735,ok,0
1080,1449.623,ok,0
1081,1439.594,ok,0
1082,1432.732,ok,0
1083,1435.907,ok,0
1084,1436.118,ok,0
1085,1436.037,ok,0
1086,1430.878,ok,0
1087,1435.176,ok,0
1088,1437.309,ok,0
1089,1443.171,ok,0
1090,1430.948,ok,0
1091,1431.398,ok,0
1092,1430.827,ok,0
1093,1431.499,ok,0
1094,1407.745,ok,0
1095,1696.385,ok,0
1096,1433.393,ok,0
1097,1428.373,ok,0
1098,1431.559,ok,0
1099,1430.186,ok,0
1100,1427.622,ok,0
1101,1430.757,ok,0
1102,1429.264,ok,0
1103,1435.226,ok,0
1104,1434.836,ok,0
1105,1433.613,ok,0
1106,1839.423,ok,0
1107,1460.984,ok,0
1108,1430.216,ok,0
1109,1431.569,ok,0
1110,1434.154,ok,0
1111,1438.192,ok,0
1112,1441.127,ok,0
1113,1433.122,ok,0
1114,1430.036,ok,0
1115,1433.413,ok,0
1116,1429.425,ok,0
1117,1429.816,ok,0
1118,1540.202,ok,0
1119,1439.063,ok,0
1120,1431.910,ok,0
1121,1441.067,ok,0
1122,1431.038,ok,0
1123,1429.505,ok,0
1124,1433.633,ok,0
1125,1430.437,ok,0
1126,1433.984,ok,0
1127,1435.427,ok,0
1128,1434.525,ok,0
1129,1431.990,ok,0
1130,1527.469,ok,0
1131,1459.561,ok,0
1132,1430.517,ok,0
1133,1432.781,ok,0
1134,1455.313,ok,0
1135,1436.248,ok,0
1136,1435.947,ok,0
1137,1431.790,ok,0
1138,1430.667,ok,0
1139,1489.347,ok,0
1140,1435.847,ok,0
1141,1401.042,ok,0
